time,open,high,low,close,Volume,complete
2024-07-29 00:00:00+00:00,0.65528,0.65686,0.65508,0.65664,3321,True
2024-07-29 01:00:00+00:00,0.65664,0.65678,0.65573,0.6562,4113,True
2024-07-29 02:00:00+00:00,0.6562,0.65654,0.65582,0.65594,3021,True
2024-07-29 03:00:00+00:00,0.65594,0.65648,0.65579,0.65644,2070,True
2024-07-29 04:00:00+00:00,0.65648,0.65648,0.65472,0.65495,2107,True
2024-07-29 05:00:00+00:00,0.65499,0.6556,0.6549,0.65498,2622,True
2024-07-29 06:00:00+00:00,0.65499,0.6558,0.65497,0.65556,3166,True
2024-07-29 07:00:00+00:00,0.65554,0.65574,0.65415,0.65436,3374,True
2024-07-29 08:00:00+00:00,0.65437,0.65451,0.6541,0.65433,2966,True
2024-07-29 09:00:00+00:00,0.65434,0.65514,0.65426,0.65498,2108,True
2024-07-29 10:00:00+00:00,0.65496,0.6557,0.65493,0.65514,2429,True
2024-07-29 11:00:00+00:00,0.65513,0.65513,0.6542,0.65428,2765,True
2024-07-29 12:00:00+00:00,0.65428,0.6547,0.65377,0.65383,3216,True
2024-07-29 13:00:00+00:00,0.65382,0.654,0.65326,0.6536,3957,True
2024-07-29 14:00:00+00:00,0.65356,0.6538,0.65241,0.65342,4682,True
2024-07-29 15:00:00+00:00,0.65339,0.65404,0.65332,0.65386,4632,True
2024-07-29 16:00:00+00:00,0.65386,0.65448,0.65356,0.65423,3563,True
2024-07-29 17:00:00+00:00,0.65426,0.65457,0.6539,0.65444,2764,True
2024-07-29 18:00:00+00:00,0.6544,0.65471,0.65426,0.65463,2233,True
2024-07-29 19:00:00+00:00,0.65464,0.65511,0.6546,0.655,2788,True
2024-07-29 20:00:00+00:00,0.655,0.655,0.65483,0.65494,492,True
2024-07-29 21:00:00+00:00,0.65472,0.65499,0.65472,0.65495,675,True
2024-07-29 22:00:00+00:00,0.65497,0.65578,0.6549,0.65578,630,True
2024-07-29 23:00:00+00:00,0.65578,0.6558,0.65508,0.65511,1368,True
2024-07-30 00:00:00+00:00,0.65512,0.65512,0.65432,0.65478,3006,True
2024-07-30 01:00:00+00:00,0.65476,0.65494,0.65336,0.65377,4253,True
2024-07-30 02:00:00+00:00,0.6538,0.65493,0.65369,0.65474,2932,True
2024-07-30 03:00:00+00:00,0.65478,0.65542,0.6546,0.65537,2253,True
2024-07-30 04:00:00+00:00,0.65538,0.65569,0.65527,0.65556,2154,True
2024-07-30 05:00:00+00:00,0.65556,0.65593,0.65529,0.65558,2467,True
2024-07-30 06:00:00+00:00,0.65558,0.6559,0.65532,0.65586,2934,True
2024-07-30 07:00:00+00:00,0.65586,0.65624,0.65494,0.65515,3100,True
2024-07-30 08:00:00+00:00,0.65514,0.65572,0.65476,0.65502,3085,True
2024-07-30 09:00:00+00:00,0.65502,0.65506,0.65456,0.6546,2675,True
2024-07-30 10:00:00+00:00,0.6546,0.6547,0.65406,0.65412,2160,True
2024-07-30 11:00:00+00:00,0.65414,0.65414,0.65366,0.65368,2499,True
2024-07-30 12:00:00+00:00,0.65368,0.65382,0.65344,0.65344,2886,True
2024-07-30 13:00:00+00:00,0.65347,0.65383,0.65322,0.65365,4091,True
2024-07-30 14:00:00+00:00,0.65364,0.65414,0.65292,0.65396,6215,True
2024-07-30 15:00:00+00:00,0.65397,0.65402,0.65338,0.65348,5030,True
2024-07-30 16:00:00+00:00,0.65349,0.6542,0.65334,0.65364,4428,True
2024-07-30 17:00:00+00:00,0.65367,0.65433,0.6532,0.6539,4031,True
2024-07-30 18:00:00+00:00,0.6539,0.6544,0.65376,0.65394,3414,True
2024-07-30 19:00:00+00:00,0.65398,0.65427,0.65378,0.65396,3324,True
