time,open,high,low,close,Volume,complete
2024-07-29 00:00:00+00:00,0.88451,0.88464,0.88292,0.88312,2261,True
2024-07-29 01:00:00+00:00,0.88312,0.88354,0.88253,0.88266,2942,True
2024-07-29 02:00:00+00:00,0.88266,0.8828,0.88204,0.8825,2164,True
2024-07-29 03:00:00+00:00,0.88252,0.88298,0.88247,0.88273,1592,True
2024-07-29 04:00:00+00:00,0.88274,0.8832,0.88262,0.88314,1346,True
2024-07-29 05:00:00+00:00,0.88314,0.88367,0.88295,0.88354,1947,True
2024-07-29 06:00:00+00:00,0.88351,0.88366,0.88284,0.8834,2915,True
2024-07-29 07:00:00+00:00,0.88341,0.88494,0.88318,0.88449,4300,True
2024-07-29 08:00:00+00:00,0.8845,0.8855,0.88435,0.8852,3353,True
2024-07-29 09:00:00+00:00,0.88521,0.88558,0.88432,0.88451,2237,True
2024-07-29 10:00:00+00:00,0.88452,0.88477,0.88416,0.88446,2687,True
2024-07-29 11:00:00+00:00,0.88446,0.88512,0.88436,0.88506,2181,True
2024-07-29 12:00:00+00:00,0.8851,0.88548,0.88482,0.88486,2201,True
2024-07-29 13:00:00+00:00,0.88485,0.88609,0.88474,0.88594,2958,True
2024-07-29 14:00:00+00:00,0.88592,0.88716,0.88588,0.88638,3618,True
2024-07-29 15:00:00+00:00,0.88636,0.8864,0.88565,0.88608,2851,True
2024-07-29 16:00:00+00:00,0.88608,0.88663,0.88602,0.8862,1999,True
2024-07-29 17:00:00+00:00,0.88619,0.88629,0.88574,0.88604,1407,True
2024-07-29 18:00:00+00:00,0.88606,0.88646,0.8859,0.88632,1475,True
2024-07-29 19:00:00+00:00,0.8863,0.88634,0.88598,0.8862,1823,True
2024-07-29 20:00:00+00:00,0.8862,0.88629,0.88606,0.88606,714,True
2024-07-29 21:00:00+00:00,0.88644,0.88644,0.8861,0.88619,511,True
2024-07-29 22:00:00+00:00,0.88618,0.88626,0.88579,0.88611,678,True
2024-07-29 23:00:00+00:00,0.8861,0.8862,0.8858,0.88616,835,True
2024-07-30 00:00:00+00:00,0.88614,0.88648,0.88611,0.8863,2008,True
2024-07-30 01:00:00+00:00,0.88632,0.88691,0.88627,0.88658,2087,True
2024-07-30 02:00:00+00:00,0.88659,0.88668,0.88634,0.88644,1335,True
2024-07-30 03:00:00+00:00,0.88646,0.88666,0.88624,0.8863,1246,True
2024-07-30 04:00:00+00:00,0.8863,0.88672,0.88628,0.88672,1101,True
2024-07-30 05:00:00+00:00,0.88672,0.88739,0.88668,0.8872,1407,True
2024-07-30 06:00:00+00:00,0.88724,0.88755,0.88678,0.8874,1939,True
2024-07-30 07:00:00+00:00,0.88743,0.88756,0.8857,0.88645,3260,True
2024-07-30 08:00:00+00:00,0.88643,0.88669,0.88536,0.8861,2915,True
2024-07-30 09:00:00+00:00,0.8861,0.88636,0.88572,0.88585,2035,True
2024-07-30 10:00:00+00:00,0.88586,0.88586,0.88542,0.88578,1973,True
2024-07-30 11:00:00+00:00,0.88579,0.88627,0.88552,0.88622,1711,True
2024-07-30 12:00:00+00:00,0.88622,0.88672,0.8859,0.88628,3105,True
2024-07-30 13:00:00+00:00,0.88628,0.88628,0.88476,0.88496,3959,True
2024-07-30 14:00:00+00:00,0.88496,0.88634,0.88487,0.88602,5733,True
2024-07-30 15:00:00+00:00,0.88599,0.88599,0.88492,0.88526,5139,True
2024-07-30 16:00:00+00:00,0.88528,0.88548,0.88312,0.88316,3858,True
2024-07-30 17:00:00+00:00,0.88316,0.88407,0.88256,0.88403,4247,True
2024-07-30 18:00:00+00:00,0.88404,0.88415,0.88358,0.88376,2368,True
2024-07-30 19:00:00+00:00,0.88376,0.88419,0.88373,0.88395,1692,True
2024-07-30 20:00:00+00:00,0.88393,0.88395,0.88262,0.88268,1072,True
2024-07-30 21:00:00+00:00,0.88296,0.88343,0.88282,0.88292,4213,True
2024-07-30 22:00:00+00:00,0.88292,0.88314,0.88258,0.88277,2351,True
2024-07-30 23:00:00+00:00,0.88274,0.88278,0.88181,0.88196,1255,True
2024-07-31 00:00:00+00:00,0.88192,0.88254,0.88135,0.88178,2526,True
2024-07-31 01:00:00+00:00,0.88178,0.88212,0.88132,0.8818,2633,True
2024-07-31 02:00:00+00:00,0.8818,0.88294,0.88164,0.88252,2345,True
2024-07-31 03:00:00+00:00,0.88254,0.8827,0.8807,0.8823,2919,True
2024-07-31 04:00:00+00:00,0.8823,0.88306,0.88101,0.88104,3465,True
2024-07-31 05:00:00+00:00,0.88104,0.88268,0.8809,0.88194,2262,True
2024-07-31 06:00:00+00:00,0.88191,0.88242,0.88148,0.88152,3536,True
